"","X","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm","Fish_Wdth_mm","Predicted_Fish_Wdth_mm","fineness"
"66",134,"MA-5-2021","MA-5-2021","MA-5-21","MA-5","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.238,46.1,NA,8.4,NA,14.3,NA,6.3,33.9,"M",0.05,"1-F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.106,"1-D6","N","Y","5","Y","Y",0.024,0.6,0.4,0.7,0.5,0.6,0.5,0.6,0.5,"",0,"10/6/21",112,"10/11/21",26.3,"0.7652","0.2348",NA,"10/12/21",2,0.2094,955.4635,23.7454,5.57592875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",461,84,143,339,2238,1.47212625520121,63,58.7591958992159,7.31746031746032
"67",135,"MA-6-2021","MA-6-2021","MA-6-21","MA-6","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.678,50,NA,8.4,NA,16.8,NA,6.7,36.8,"M",0.066,"1-F4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.494,"1-D8","N","Y","5","Y","Y",0.034,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,"",0,"10/6/21",131.9,"10/11/21",29.3,"0.7779","0.2221",NA,"10/12/21",4,0.3282,923.3249,22.3332,4.961052009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",500,84,168,368,2678,3.26388352514277,67,61.9792381012588,7.46268656716418
"68",137,"MA-8-2021","MA-8-2021","MA-8-21","MA-8","2021-07-18",NA,"Mahlo","7/23/21",61.73588,-145.7294181,2.33,47.3,NA,7.6,NA,16,NA,6,35.4,"M",0.048,"1-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,"1-D9","N","Y","5","Y","Y",0.024,0.6,0.5,0.5,0.5,0.6,0.7,0.6,0.7,"",0,"10/6/21",92.8,"10/11/21",21.4,"0.7694","0.2306",NA,"10/12/21",4,0.2015,923.3249,22.2291,5.126107112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",473,76,160,354,2330,2.36596729512899,60,59.4324774505521,7.88333333333333
"69",140,"MA-11-2021","MA-11-2021","MA-11-21","MA-11","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,2.274,46.6,NA,8.8,NA,16.5,NA,5.8,35.1,"M",0.046,"3-D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,"2-C5","N","Y","5","Y","Y",0.024,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.6,"",0,"10/6/21",112,"10/11/21",19.9,"0.8223","0.1777",NA,"10/12/21",2,0.2298,923.3249,17.78,3.159125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",466,88,165,351,2274,2.33545013675706,58,59.0226538975649,8.03448275862069
"70",146,"MA-17-2021","MA-17-2021","MA-17-21","MA-17","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,0.872,34,NA,5.4,NA,12,NA,4.3,25.7,"M",0.026,"3-C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,"2-B6","N","Y","5","Y","Y",0.014,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.4,"",0,"10/7/21",103.4,"10/10/21",19.9,"0.8075","0.1925",NA,"10/12/21",2,0.3161,923.3249,20.9833,4.03837205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",340,54,120,257,872,-2.481332810308,43,48.7624285174192,7.90697674418605
"71",147,"MA-18-2021","MA-18-2021","MA-18-21","MA-18","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,2.354,47,NA,9.1,NA,15.7,NA,6.5,35.5,"M",0.048,"3-E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.226,"2-D2","N","Y","5","Y","Y",0.024,0.4,0.3,0.3,0.3,0.5,0.7,0.4,0.5,"",0,"10/7/21",96.4,"10/10/21",17.6,"0.8174","0.1826",NA,"10/12/21",4,0.3012,955.8343,19.8509,3.624230705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",470,91,157,355,2354,2.24576232782702,65,59.6081161161181,7.23076923076923
"72",148,"MA-19-2021","MA-19-2021","MA-19-21","MA-19","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,1.226,39,NA,5.8,NA,12.2,NA,5.1,27.5,"M",0.04,"3-C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.136,"2-B5","N","Y","5","Y","Y",0.022,0.8,0.5,0.7,0.6,0.6,0.5,0.6,0.4,"",0,"10/7/21",113.6,"10/10/21",23.9,"0.7896","0.2104",NA,"10/12/21",4,0.4298,923.3249,19.7383,4.152688116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",390,58,122,275,1226,-1.28370618508877,51,51.3530988345173,7.64705882352941
"73",149,"MA-20-2021","MA-20-2021","MA-20-21","MA-20","2021-08-10",NA,"Mahlo","9/3/21",61.73588,-145.7294181,0.456,28,NA,3,NA,8.5,NA,3.8,19.6,"M",0.024,"3-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,"2-B7","N","Y","5","Y","Y",0.012,1,0.7,1.1,0.6,1.6,0.5,1.7,0.8,"",0,"10/7/21",80.2,"10/10/21",16.6,"0.793","0.207",NA,"10/12/21",2,0.3338,955.8343,21.2459,4.397530424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",280,30,85,196,456,-5.38185095877283,38,45.7180249809423,7.36842105263158
"74",151,"SA-2-2021","SA-2-2021","SA-2-21","SA-2","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.796,48.2,NA,8.3,NA,18.4,NA,6,40.7,"M",0.046,"1-F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.626,"1-D12","N","Y","5","Y","Y",0.02,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.5,"",0,"10/6/21",118.9,"10/11/21",23.7,"0.8007","0.1993",NA,"10/12/21",2,0.2613,955.8343,22.3577,4.456496972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",482,83,184,407,2796,3.9510915918308,60,62.8427948736248,8.03333333333333
"75",154,"SA-5-2021","SA-5-2021","SA-5-21","SA-5","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.758,48.7,NA,8.2,NA,17.5,NA,6.4,38.2,"M",0.048,"1-F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-D11","N","Y","5","Y","Y",0.026,0.5,0.4,0.6,0.4,0.5,0.5,0.5,0.5,"",0,"10/6/21",112,"10/11/21",24.4,"0.7821","0.2179",NA,"10/13/21",4,0.322,955.8343,21.1558,4.608942143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",487,82,175,382,2758,3.42965689791655,64,62.564700319812,7.609375
"76",155,"SA-6-2021","SA-6-2021","SA-6-21","SA-6","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,3.068,49.1,NA,7.3,NA,17.6,NA,6.7,39.5,"M",0.05,"1-F6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894,"1-D10","N","Y","5","Y","Y",0.022,0.6,0.5,0.4,0.5,0.5,0.5,0.5,0.5,"",0,"10/6/21",116.9,"10/11/21",26.2,"0.7759","0.2241",NA,"10/13/21",2,0.2818,923.3249,21.6628,4.855135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",491,73,176,395,3068,3.71664343871511,67,64.8333664167058,7.32835820895522
"77",158,"SA-9-2021","SA-9-2021","SA-9-21","SA-9","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.686,46.2,NA,8.3,NA,16.8,NA,6.4,36.6,"M",0.05,"2-A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.498,"1-E2","N","Y","5","Y","Y",0.022,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,"",0,"10/6/21",120.9,"10/11/21",24.3,"0.799","0.201",NA,"10/13/21",4,0.3059,955.8343,23.8329,4.790235484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",462,83,168,366,2686,2.56517323479075,64,62.0377843231141,7.21875
"78",159,"SA-10-2021","SA-10-2021","SA-10-21","SA-10","2021-07-18",NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.842,49.5,NA,7,NA,17,NA,6.3,38.7,"M",0.052,"2-A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,"1-E1","N","Y","5","Y","Y",0.022,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.4,"",0,"10/6/21",114.1,"10/11/21",23.8,"0.7914","0.2086",NA,"10/13/21",2,0.2655,923.3249,22.9338,4.783737423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",495,70,170,387,2842,3.50690339774299,63,63.1794356492929,7.85714285714286
"79",165,"SA-16-2021","SA-16-2021","SA-16-21","SA-16","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,2.04,47,NA,7.5,NA,14.4,NA,5.7,31.6,"M",0.012,"3-F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,"2-D7","N","Y","5","Y","Y",0.06,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/11/21",71.3,"10/14/21",15.2,"0.7868","0.2132",NA,"10/14/21",2,0.394,955.8343,19.9601,4.255168583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",470,75,144,316,2040,1.32327010453859,57,57.3101769082966,8.24561403508772
"80",166,"SA-17-2021","SA-17-2021","SA-17-21","SA-17","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,2.18,46.9,NA,7.4,NA,6.1,NA,5.2,35.4,"M",0.02,"3-E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,"2-D4","N","Y","5","Y","Y",0.01,0.7,0.4,0.7,0.3,0.4,0.4,0.4,0.4,"",0,"10/15/21",88.6,"10/19/21",17.2,"0.8059","0.1941",NA,"10/19/21",2,0.4459,955.8343,19.44,3.773905192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",469,74,61,354,2180,-0.407077359779608,52,58.3347357907648,9.01923076923077
"81",167,"SA-18-2021","SA-18-2021","SA-18-21","SA-18","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.25,49,NA,8.2,NA,14.2,NA,6.3,31.9,"M",0.042,"3-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,"2-C8","N","Y","5","Y","Y",0.02,0.6,0.5,0.3,0.3,0.3,0.4,0.6,0.5,"",0,"10/11/21",97.8,"10/15/21",17.5,"0.8211","0.1789",NA,"10/15/21",2,0.379,955.8343,18.9866,3.397397751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",490,82,142,319,2250,1.66475741484587,63,58.8470152319989,7.77777777777778
"82",168,"SA-19-2021","SA-19-2021","SA-19-21","SA-19","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.734,49.5,NA,8,NA,16.5,NA,5.9,36.8,"M",0.046,"3-D7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,"2-C7","N","Y","5","Y","Y",0.028,0.7,0.4,0.7,0.6,0.9,0.7,0.8,0.8,"",0,"10/11/21",112.4,"10/15/21",21.2,"0.8114","0.1886",NA,"10/15/21",4,0.3765,923.3249,20.5598,3.877827046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",495,80,165,368,2734,3.0938822270231,59,62.389061654246,8.38983050847458
"83",169,"SA-20-2021","SA-20-2021","SA-20-21","SA-20","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.022,45.8,NA,7.6,NA,13.5,NA,5.9,30.7,"M",0.046,"3-D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.908,"2-C6","N","Y","5","Y","Y",0.024,0.7,0.5,0.5,0.9,0.6,0.8,0.5,0.7,"",0,"10/11/21",103.2,"10/15/21",17.1,"0.8343","0.1657",NA,"10/15/21",2,0.3518,955.8343,21.2191,3.515955523,4,0.2837,923.3249,20.0082,3.315312209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",458,76,135,307,2022,0.735142474086465,59,57.1784479091221,7.76271186440678
"84",170,"LL-1-2021","LL-1-2021","LL-1-21","LL-L-1","2021-08-22",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.82,45.1,NA,5,NA,10.6,NA,6.1,26,"M",0.054,"3-E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.694,"2-C11","N","Y","5","Y","Y",0.028,0.8,0.8,1,1,0.6,0.7,0.6,1.3,"",0,"10/11/21",73,"10/15/21",20.9,"0.7137","0.2863",NA,"10/15/21",2,0.357,955.8343,24.2812,6.951740822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",451,50,106,260,1820,-0.863907845786877,61,55.7001558072752,7.39344262295082
"85",172,"LL-3-2021","LL-3-2021","LL-3-21","LL-L-3","2021-08-22",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.868,45.4,NA,5.4,NA,10.6,NA,6.2,27.4,"M",0.046,"3-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.748,"2-C9","N","Y","5","Y","Y",0.026,0.7,0.8,1.3,0.7,1.3,0.8,1,1.2,"",0,"10/11/21",111.1,"10/15/21",31.3,"0.7183","0.2817",NA,"10/15/21",2,0.3299,955.8343,24.6665,6.949247975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",454,54,106,274,1868,-0.607286882513115,62,56.0514331384071,7.32258064516129
"86",173,"LL-4-2021","LL-4-2021","LL-4-21","LL-L-4","2021-08-22",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.878,44.8,NA,5.8,NA,11.3,NA,6.4,28.5,"M",0.062,"3-E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.758,"2-C10","N","Y","5","Y","Y",0.032,0.8,0.7,0.7,0.6,0.7,1.1,1.1,1.2,"",0,"10/11/21",107.5,"10/15/21",28.9,"0.7312","0.2688",NA,"10/15/21",4,0.4045,923.3249,23.9016,6.425639442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",448,58,113,285,1878,-0.361828114741956,64,56.1246159157263,7
"87",177,"LL-8-2021","LL-8-2021","LL-8-21","LL-L-8","2021-08-26",NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.756,45.3,NA,5.9,NA,11.2,NA,6.4,27.4,"M",0.05,"3-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.654,"2-C1","N","Y","5","Y","Y",0.026,0.7,1.1,0.6,1,0.6,1,0.6,1.1,"",0,"10/15/21",116.8,"10/20/21",29.3,"0.7491","0.2509",NA,"10/20/21",4,0.467,923.3249,21.9218,5.499218664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",453,59,112,274,1756,-0.461116460270332,64,55.2317860324326,7.078125
"88",179,"LL-10-2021","LL-10-2021","LL-10-21","LL-L-10","2021-08-26",NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.682,44.1,NA,5,NA,11.1,NA,6.4,27.4,"M",0.048,"3-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.592,"2-D9","N","Y","5","Y","Y",0.022,0.6,0.7,0.7,0.6,0.6,0.7,0.7,1.2,"",0,"10/15/21",69.1,"10/19/21",19.3,"0.7207","0.2793",NA,"10/19/21",4,0.2696,923.3249,23.0268,6.431508538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",441,50,111,274,1682,-0.699868329155472,64,54.6902334802708,6.890625
"89",180,"LL-11-2021","LL-11-2021","LL-11-21","LL-L-11","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.954,NA,43,NA,2.9,NA,5.7,NA,34.4,"M",0.03,"4-E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826,"2-G12","N","Y",NA,"Y","Y",NA,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.6,"Maybe partial spawn",1,"10/15/21",147.4,"10/20/21",30.2,"0.7951","0.2049",NA,"10/20/21",2,0.4417,955.8343,19.8775,4.07259498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",449.833393055244,NA,147.971485649263,344,1954,1.48384340855919,56.6808050233519,56.6808050233519,7.93625624882917
"90",181,"LL-12-2021","LL-12-2021","LL-12-21","LL-L-12","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.22,NA,45.2,NA,7.2,NA,15,NA,36,"M",0.024,"4-E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.078,"2-H2","N","Y",NA,"Y","Y",NA,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,"Partial Spawned",1,"10/15/21",176.3,"10/20/21",31.4,"0.8219","0.1781",NA,"10/20/21",4,0.3855,923.3249,19.3267,3.442191605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",464.61385201316,NA,155.326654006959,360,2220,2.17794304300668,58.6274669000414,58.6274669000414,7.92484950450472
"91",182,"LL-13-2021","LL-13-2021","LL-13-21","LL-L-13","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.942,NA,40.8,NA,3,NA,15.5,NA,35.2,"M",0.026,"4-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,"2-H1 (1 missing)","N","Y",NA,"Y","Y",NA,0.5,0.5,0.7,0.4,0.5,0.4,0.6,0.4,"probably partial spawn",1,"10/15/21",129.5,"10/20/21",24.8,"0.8085","0.1915",NA,"10/20/21",2,0.3071,955.8343,20.8236,3.98784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",449.166605433082,NA,151.649069828111,352,1942,1.68891966754316,56.5929856905689,56.5929856905689,7.93678933797505
"92",188,"LL-19-2021","LL-19-2021","LL-19-21","LL-L-19","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.012,NA,42.2,NA,7.7,NA,14.7,NA,33.5,"M",0.044,"4-E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,"2-G10","N","Y",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"picking up where cormac/phil left off in oto tray, no fat measurements, maybe partial spawn",1,"10/15/21",122.2,"10/20/21",24.4,"0.8003","0.1997",NA,"10/21/21",2,0.4053,955.8343,22.1093,4.414622913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",453.056199895692,NA,143.834203448059,335,2012,1.29670381266202,57.105265131803,57.105265131803,7.93370276541062
"93",189,"LL-20-2021","LL-20-2021","LL-20-21","LL-L-20","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.086,NA,45.1,NA,8,NA,14.3,NA,33.8,"M",0.032,"4-E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,"2-G11","N","Y",NA,"Y","Y",NA,0.7,0.4,0.4,0.5,0.5,0.4,0.4,0.5,"maybe partal spawn",1,"10/15/21",122.2,"10/20/21",24.6,"0.7987","0.2013",NA,"10/21/21",4,0.4025,923.3249,19.9437,4.014852864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",457.168056899022,NA,145.213297515127,338,2086,1.45046895682806,57.6468176839647,57.6468176839647,7.93049946668938
"94",190,"GH-1-2021","GH-1-2021","GH-1-21","GH-1","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.956,47.1,NA,8.2,NA,12.6,NA,6.6,29.4,"M",0.058,"3-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836,"2-C3","Y","Y","5","Y","Y",0.028,0.6,0.4,0.7,0.5,0.5,0.7,0.9,0.8,"",0,"10/15/21",101.9,"10/20/21",21.7,"0.787","0.213",NA,"10/21/21",2,0.2763,955.8343,22.337,4.756750736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",471,82,126,294,1956,0.529326042353221,66,56.6954415788157,7.13636363636364
"95",191,"GH-2-2021","GH-2-2021","GH-2-21","GH-2-2021","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.856,45.7,NA,8.3,NA,11.6,NA,5.9,27.8,"M",0.056,"3-D4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,"2-C4","Y","Y","5","Y","Y",0.028,1.1,0.5,1.6,0.5,1.1,0.6,1,0.6,"",0,"10/15/21",119.9,"10/20/21",27,"0.7748","0.2252",NA,"10/21/21",4,0.3732,923.3249,21.8379,4.917625521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",457,83,116,278,1856,-0.223221211260889,59,55.9636138056241,7.74576271186441
"96",192,"GH-3-2021","GH-3-2021","GH-3-21","GH-3","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,2.032,46.9,NA,8.9,NA,12.3,NA,6,29.2,"M",0.052,"3-C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,"2-B12","N","Y","3","Y","Y",0.024,1.1,0.7,0.7,0.6,0.6,0.6,0.7,0.9,"",0,"10/15/21",130.1,"10/20/21",27.6,"0.7879","0.2121",NA,"10/21/21",2,0.3793,955.8343,23.4707,4.979180015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",469,89,123,292,2032,0.383079829686876,60,57.2516306864413,7.81666666666667
"97",193,"GH-4-2021","GH-4-2021","GH-4-21","GH-4","2021-08-31",NA,"Gulkana Hatchery","9/4/21",63.06732669,-145.5138318,1.784,44.7,NA,6.4,NA,12,NA,5.9,27.4,"M",0.06,"3-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676,"2-D5","N","Y","5","Y","Y",0.03,0.6,0.5,0.6,0.6,0.6,1.1,0.5,1,"",0,"10/15/21",78.6,"10/19/21",18.9,"0.7595","0.2405",NA,"10/19/21",2,0.4678,955.8343,21.1055,5.074986641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",447,64,120,274,1784,-0.348454395339099,59,55.4366978089262,7.57627118644068
"98",194,"GH-5-2021","GH-5-2021","GH-5-21","GH-5","2021-08-31",NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.794,44.7,NA,7.1,NA,12.2,NA,5.7,28.5,"M",0.052,"3-C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684,"2-B9","Y","Y","5","Y","Y",0.026,0.7,1,0.6,0.6,1,0.7,0.8,0.8,"",0,"10/15/21",133.4,"10/20/21",29.1,"0.7819","0.2181",NA,"10/21/21",4,0.3277,923.3249,22.1549,4.83289048,2,0.3296,955.8343,23.0543,5.029086432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",447,71,122,285,1794,-0.133761928014301,57,55.5098805862454,7.8421052631579
"99",200,"FC-1-2021","FC-1-2021","FC-1-21","FC-1","2021-07-14",NA,"Fish Creek Gulkana","7/23/21",63.1000428,-145.481274,2.088,43.8,NA,6.6,NA,13.7,NA,6.6,30.8,"M",0.05,"2-B4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.966,"1-E12","N","Y","5","Y","Y",0.028,0.6,0.7,0.6,0.5,1,1,1,1,"",0,"10/15/21",112,"10/19/21",29,"0.7411","0.2589",NA,"10/21/21",4,0.3537,923.3249,22.578,5.846089286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",438,66,137,308,2088,0.451871633234297,66,57.6614542394286,6.63636363636364
